"Table 110-06811 : Land-based non-institutional population by District Council district, sex and age",,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
 , , ,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population,Land-based non-institutional population
,,,No. ('000),No. ('000),No. ('000),No. ('000),No. ('000),No. ('000),No. ('000),No. ('000),No. ('000),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%),Percentage share in respective sex and district (%)
Age group,Age group,Age group,0 - 14,15 - 24,25 - 64,25 - 64,25 - 64,25 - 64,25 - 64,65 and over,Total,0 - 14,15 - 24,25 - 64,25 - 64,25 - 64,25 - 64,25 - 64,65 and over,Total
Age group,Age group,Age group,,,25 - 34,35 - 44,45 - 54,55 - 64,Sub-total,,,,,25 - 34,35 - 44,45 - 54,55 - 64,Sub-total,,
Year,District Council district (DCD),Sex,,,,,,,,,,,,,,,,,,
2024,Central and Western,Male,11.4,9.0,10.6,13.5,14.1,15.0,53.1,22.1,95.6,11.9,9.4,11.1,14.1,14.8,15.7,55.6,23.1,100.0
2024,Central and Western,Female,11.5,10.1,21.3,27.0,20.0,17.6,85.8,26.4,133.8,8.6,7.6,15.9,20.1,15.0,13.1,64.1,19.7,100.0
2024,Central and Western,Both sexes,22.9,19.1,31.8,40.4,34.1,32.5,138.9,48.6,229.4,10.0,8.3,13.9,17.6,14.9,14.2,60.6,21.2,100.0
2024,Wan Chai (1),Male,7.2,5.9,6.2,9.3,9.3,9.5,34.2,17.2,64.6,11.2,9.1,9.5,14.3,14.5,14.7,53.0,26.7,100.0
2024,Wan Chai (1),Female,7.2,6.7,14.2,21.0,15.4,12.4,62.9,20.5,97.3,7.4,6.9,14.6,21.6,15.8,12.7,64.7,21.1,100.0
2024,Wan Chai (1),Both sexes,14.4,12.6,20.4,30.3,24.7,21.8,97.2,37.8,162.0,8.9,7.8,12.6,18.7,15.3,13.5,60.0,23.3,100.0
2024,Eastern (1),Male,23.1,17.8,23.6,28.7,31.8,37.9,121.9,61.5,224.4,10.3,8.0,10.5,12.8,14.2,16.9,54.4,27.4,100.0
2024,Eastern (1),Female,21.6,17.4,31.1,47.9,47.2,48.8,175.0,76.1,290.1,7.4,6.0,10.7,16.5,16.3,16.8,60.3,26.2,100.0
2024,Eastern (1),Both sexes,44.6,35.3,54.7,76.7,79.0,86.6,296.9,137.6,514.4,8.7,6.9,10.6,14.9,15.4,16.8,57.7,26.7,100.0
2024,Southern,Male,13.1,9.9,11.7,14.0,16.3,18.9,60.9,27.6,111.5,11.8,8.9,10.5,12.6,14.6,16.9,54.6,24.8,100.0
2024,Southern,Female,11.6,9.6,16.3,25.9,23.4,23.0,88.8,33.3,143.2,8.1,6.7,11.4,18.1,16.4,16.1,62.0,23.2,100.0
2024,Southern,Both sexes,24.7,19.5,28.0,40.0,39.7,41.9,149.7,60.9,254.7,9.7,7.6,11.0,15.7,15.6,16.5,58.7,23.9,100.0
2024,Yau Tsim Mong,Male,16.5,11.9,16.0,19.3,21.2,20.9,77.3,26.5,132.2,12.5,9.0,12.1,14.6,16.1,15.8,58.5,20.0,100.0
2024,Yau Tsim Mong,Female,15.7,13.4,23.9,31.8,28.5,22.9,107.1,31.3,167.5,9.4,8.0,14.3,19.0,17.0,13.7,63.9,18.7,100.0
2024,Yau Tsim Mong,Both sexes,32.2,25.4,39.9,51.1,49.7,43.8,184.4,57.7,299.7,10.7,8.5,13.3,17.0,16.6,14.6,61.5,19.3,100.0
2024,Sham Shui Po,Male,26.3,18.4,24.2,27.1,27.9,30.2,109.5,45.0,199.2,13.2,9.2,12.2,13.6,14.0,15.2,55.0,22.6,100.0
2024,Sham Shui Po,Female,22.2,17.5,27.9,39.1,40.0,36.4,143.5,49.8,233.1,9.5,7.5,12.0,16.8,17.2,15.6,61.6,21.4,100.0
2024,Sham Shui Po,Both sexes,48.6,35.9,52.2,66.2,67.9,66.7,253.0,94.8,432.3,11.2,8.3,12.1,15.3,15.7,15.4,58.5,21.9,100.0
2024,Kowloon City,Male,22.7,17.0,21.1,23.7,26.9,27.3,98.9,39.6,178.3,12.8,9.5,11.8,13.3,15.1,15.3,55.5,22.2,100.0
2024,Kowloon City,Female,21.2,17.2,28.7,42.1,41.4,33.1,145.2,50.6,234.2,9.1,7.3,12.2,18.0,17.7,14.1,62.0,21.6,100.0
2024,Kowloon City,Both sexes,44.0,34.2,49.7,65.7,68.3,60.4,244.2,90.2,412.5,10.7,8.3,12.1,15.9,16.6,14.6,59.2,21.9,100.0
2024,Wong Tai Sin,Male,17.2,15.9,24.2,23.6,24.3,34.2,106.4,47.7,187.3,9.2,8.5,12.9,12.6,13.0,18.3,56.8,25.5,100.0
2024,Wong Tai Sin,Female,16.2,15.2,24.9,30.1,34.4,41.3,130.7,57.3,219.4,7.4,6.9,11.4,13.7,15.7,18.8,59.6,26.1,100.0
2024,Wong Tai Sin,Both sexes,33.4,31.1,49.1,53.7,58.8,75.5,237.1,105.1,406.7,8.2,7.6,12.1,13.2,14.5,18.6,58.3,25.8,100.0
2024,Kwun Tong,Male,32.2,30.0,38.4,38.4,42.9,50.9,170.5,74.0,306.8,10.5,9.8,12.5,12.5,14.0,16.6,55.6,24.1,100.0
2024,Kwun Tong,Female,29.7,27.7,39.6,51.9,60.3,60.9,212.7,85.5,355.6,8.3,7.8,11.1,14.6,17.0,17.1,59.8,24.1,100.0
2024,Kwun Tong,Both sexes,61.9,57.7,77.9,90.3,103.2,111.8,383.2,159.6,662.4,9.3,8.7,11.8,13.6,15.6,16.9,57.9,24.1,100.0
2024,Kwai Tsing,Male,23.2,21.8,28.3,30.8,33.4,36.5,129.1,56.0,230.2,10.1,9.5,12.3,13.4,14.5,15.9,56.1,24.3,100.0
2024,Kwai Tsing,Female,21.8,19.3,30.6,38.7,42.7,44.4,156.3,64.0,261.4,8.4,7.4,11.7,14.8,16.3,17.0,59.8,24.5,100.0
2024,Kwai Tsing,Both sexes,45.0,41.1,58.9,69.5,76.1,80.9,285.4,120.0,491.6,9.2,8.4,12.0,14.1,15.5,16.5,58.1,24.4,100.0
2024,Tsuen Wan,Male,16.7,11.4,15.7,19.0,22.5,22.6,79.7,31.1,139.0,12.0,8.2,11.3,13.6,16.2,16.2,57.4,22.4,100.0
2024,Tsuen Wan,Female,15.7,11.4,17.8,29.0,30.3,28.3,105.3,34.7,167.2,9.4,6.8,10.6,17.3,18.1,16.9,63.0,20.8,100.0
2024,Tsuen Wan,Both sexes,32.5,22.8,33.5,48.0,52.8,50.9,185.1,65.8,306.2,10.6,7.5,10.9,15.7,17.2,16.6,60.4,21.5,100.0
2024,Tuen Mun,Male,28.9,20.4,33.5,37.7,33.1,38.4,142.7,57.5,249.6,11.6,8.2,13.4,15.1,13.3,15.4,57.2,23.0,100.0
2024,Tuen Mun,Female,27.4,19.4,33.9,47.2,45.6,47.5,174.1,60.5,281.4,9.7,6.9,12.0,16.8,16.2,16.9,61.9,21.5,100.0
2024,Tuen Mun,Both sexes,56.3,39.8,67.4,84.9,78.7,85.9,316.9,118.0,531.0,10.6,7.5,12.7,16.0,14.8,16.2,59.7,22.2,100.0
2024,Yuen Long,Male,36.6,28.1,44.8,46.1,41.9,52.3,185.0,63.1,312.8,11.7,9.0,14.3,14.7,13.4,16.7,59.2,20.2,100.0
2024,Yuen Long,Female,34.3,25.8,47.4,63.7,61.5,63.6,236.2,62.0,358.3,9.6,7.2,13.2,17.8,17.2,17.8,65.9,17.3,100.0
2024,Yuen Long,Both sexes,70.8,53.9,92.1,109.8,103.4,115.9,421.2,125.1,671.1,10.6,8.0,13.7,16.4,15.4,17.3,62.8,18.6,100.0
2024,North,Male,18.1,14.9,22.0,22.3,18.6,26.4,89.3,36.0,158.2,11.4,9.4,13.9,14.1,11.7,16.7,56.4,22.7,100.0
2024,North,Female,17.2,14.4,22.9,29.6,28.2,32.1,112.8,35.7,180.1,9.6,8.0,12.7,16.5,15.6,17.8,62.6,19.8,100.0
2024,North,Both sexes,35.4,29.3,44.9,51.9,46.7,58.5,202.0,71.7,338.4,10.4,8.7,13.3,15.3,13.8,17.3,59.7,21.2,100.0
2024,Tai Po,Male,17.8,11.8,18.4,23.1,18.8,24.4,84.7,36.8,151.1,11.8,7.8,12.1,15.3,12.5,16.2,56.1,24.3,100.0
2024,Tai Po,Female,17.0,10.8,20.8,32.3,27.1,31.0,111.3,37.7,176.8,9.6,6.1,11.8,18.3,15.3,17.6,62.9,21.3,100.0
2024,Tai Po,Both sexes,34.8,22.7,39.2,55.5,45.9,55.5,196.0,74.5,327.9,10.6,6.9,11.9,16.9,14.0,16.9,59.8,22.7,100.0
2024,Sha Tin,Male,37.4,28.0,38.1,45.5,44.4,49.0,177.0,76.2,318.6,11.7,8.8,12.0,14.3,13.9,15.4,55.6,23.9,100.0
2024,Sha Tin,Female,35.1,27.3,42.9,65.5,62.5,62.0,232.9,85.0,380.3,9.2,7.2,11.3,17.2,16.4,16.3,61.2,22.4,100.0
2024,Sha Tin,Both sexes,72.5,55.2,81.0,111.0,107.0,111.0,410.0,161.2,698.9,10.4,7.9,11.6,15.9,15.3,15.9,58.7,23.1,100.0
2024,Sai Kung,Male,27.1,20.6,29.3,32.9,32.7,37.6,132.6,45.1,225.4,12.0,9.1,13.0,14.6,14.5,16.7,58.8,20.0,100.0
2024,Sai Kung,Female,25.5,19.8,36.4,49.5,47.3,45.5,178.7,48.8,272.8,9.3,7.3,13.3,18.1,17.3,16.7,65.5,17.9,100.0
2024,Sai Kung,Both sexes,52.6,40.4,65.7,82.5,80.0,83.1,311.3,93.9,498.2,10.6,8.1,13.2,16.6,16.1,16.7,62.5,18.8,100.0
2024,Islands,Male,11.7,8.9,12.1,13.5,12.4,14.6,52.5,16.3,89.4,13.1,9.9,13.6,15.1,13.8,16.3,58.8,18.2,100.0
2024,Islands,Female,11.3,9.6,16.1,20.1,16.7,15.1,67.9,17.1,105.9,10.7,9.1,15.2,19.0,15.7,14.3,64.2,16.1,100.0
2024,Islands,Both sexes,23.0,18.5,28.2,33.6,29.0,29.7,120.5,33.4,195.3,11.8,9.4,14.4,17.2,14.9,15.2,61.7,17.1,100.0
2024,Whole Territory,Male,387.3,301.6,418.2,468.3,472.7,546.4,1905.6,779.5,3374.0,11.5,8.9,12.4,13.9,14.0,16.2,56.5,23.1,100.0
2024,Whole Territory,Female,362.2,292.7,496.5,692.5,672.4,665.9,2527.3,876.3,4058.5,8.9,7.2,12.2,17.1,16.6,16.4,62.3,21.6,100.0
2024,Whole Territory,Both sexes,749.5,594.3,914.7,1160.8,1145.1,1212.3,4432.9,1655.8,7432.5,10.1,8.0,12.3,15.6,15.4,16.3,59.6,22.3,100.0
2023,Central and Western,Male,12.2,9.1,11.1,14.0,14.3,15.5,55.0,21.4,97.7,12.5,9.3,11.4,14.3,14.7,15.8,56.2,21.9,100.0
2023,Central and Western,Female,11.5,10.5,22.4,26.6,20.3,18.5,87.8,25.0,134.8,8.5,7.8,16.6,19.7,15.1,13.7,65.2,18.5,100.0
2023,Central and Western,Both sexes,23.7,19.6,33.6,40.6,34.6,34.0,142.8,46.4,232.5,10.2,8.4,14.4,17.5,14.9,14.6,61.4,20.0,100.0
2023,Wan Chai (1),Male,8.2,5.6,6.6,9.0,10.0,10.0,35.6,16.1,65.5,12.5,8.6,10.0,13.7,15.3,15.3,54.4,24.6,100.0
2023,Wan Chai (1),Female,7.6,6.3,14.3,20.7,15.5,12.6,63.1,20.8,97.7,7.7,6.4,14.7,21.1,15.9,12.9,64.5,21.3,100.0
2023,Wan Chai (1),Both sexes,15.7,11.9,20.9,29.7,25.5,22.6,98.7,36.9,163.2,9.6,7.3,12.8,18.2,15.6,13.8,60.5,22.6,100.0
2023,Eastern (1),Male,24.3,18.3,24.4,28.5,31.8,39.3,124.0,59.7,226.4,10.7,8.1,10.8,12.6,14.0,17.4,54.8,26.4,100.0
2023,Eastern (1),Female,24.6,17.9,32.0,48.1,47.9,50.0,178.1,73.3,293.9,8.4,6.1,10.9,16.4,16.3,17.0,60.6,24.9,100.0
2023,Eastern (1),Both sexes,49.0,36.2,56.4,76.6,79.6,89.4,302.1,132.9,520.2,9.4,7.0,10.9,14.7,15.3,17.2,58.1,25.6,100.0
2023,Southern,Male,13.8,9.8,12.0,14.2,16.4,19.9,62.6,26.1,112.1,12.3,8.7,10.7,12.7,14.6,17.7,55.8,23.2,100.0
2023,Southern,Female,12.4,9.7,17.0,25.3,24.7,23.3,90.3,31.4,143.8,8.6,6.8,11.8,17.6,17.2,16.2,62.8,21.8,100.0
2023,Southern,Both sexes,26.2,19.5,29.1,39.5,41.1,43.1,152.8,57.4,255.9,10.2,7.6,11.4,15.4,16.1,16.8,59.7,22.4,100.0
2023,Yau Tsim Mong,Male,17.9,11.7,16.7,20.2,21.3,20.9,79.2,27.3,136.1,13.1,8.6,12.3,14.9,15.7,15.4,58.2,20.1,100.0
2023,Yau Tsim Mong,Female,16.0,12.7,25.0,31.8,28.2,23.0,107.9,31.5,168.1,9.5,7.6,14.9,18.9,16.8,13.7,64.2,18.7,100.0
2023,Yau Tsim Mong,Both sexes,33.9,24.4,41.7,52.0,49.5,43.9,187.1,58.8,304.2,11.1,8.0,13.7,17.1,16.3,14.4,61.5,19.3,100.0
2023,Sham Shui Po,Male,26.0,18.6,24.2,27.2,28.3,30.5,110.0,43.3,197.9,13.1,9.4,12.2,13.7,14.3,15.4,55.6,21.9,100.0
2023,Sham Shui Po,Female,24.1,18.1,28.9,39.5,40.5,35.4,144.2,49.9,236.2,10.2,7.6,12.2,16.7,17.1,15.0,61.1,21.1,100.0
2023,Sham Shui Po,Both sexes,50.0,36.6,53.0,66.6,68.7,65.9,254.3,93.2,434.1,11.5,8.4,12.2,15.3,15.8,15.2,58.6,21.5,100.0
2023,Kowloon City,Male,24.3,16.7,20.9,24.0,27.2,27.3,99.4,38.8,179.2,13.6,9.3,11.7,13.4,15.2,15.3,55.5,21.6,100.0
2023,Kowloon City,Female,21.8,17.1,29.5,43.1,39.7,33.1,145.4,48.3,232.6,9.4,7.3,12.7,18.5,17.1,14.2,62.5,20.8,100.0
2023,Kowloon City,Both sexes,46.2,33.8,50.4,67.1,66.8,60.4,244.8,87.1,411.8,11.2,8.2,12.2,16.3,16.2,14.7,59.4,21.1,100.0
2023,Wong Tai Sin,Male,17.7,16.3,24.3,22.4,24.9,35.3,106.9,44.9,185.8,9.6,8.7,13.1,12.1,13.4,19.0,57.5,24.2,100.0
2023,Wong Tai Sin,Female,16.5,15.6,25.2,30.2,35.1,41.4,131.9,54.0,218.0,7.6,7.1,11.5,13.9,16.1,19.0,60.5,24.8,100.0
2023,Wong Tai Sin,Both sexes,34.2,31.8,49.5,52.6,60.0,76.7,238.8,98.9,403.8,8.5,7.9,12.3,13.0,14.9,19.0,59.1,24.5,100.0
2023,Kwun Tong,Male,33.9,30.5,38.8,38.2,44.3,51.8,173.2,71.7,309.2,11.0,9.9,12.5,12.4,14.3,16.8,56.0,23.2,100.0
2023,Kwun Tong,Female,30.9,28.4,40.4,52.6,60.6,59.8,213.5,84.5,357.3,8.6,8.0,11.3,14.7,17.0,16.7,59.8,23.6,100.0
2023,Kwun Tong,Both sexes,64.8,58.9,79.2,90.9,104.9,111.6,386.7,156.1,666.5,9.7,8.8,11.9,13.6,15.7,16.8,58.0,23.4,100.0
2023,Kwai Tsing,Male,24.2,21.1,29.0,30.3,33.6,36.3,129.1,54.1,228.5,10.6,9.2,12.7,13.3,14.7,15.9,56.5,23.7,100.0
2023,Kwai Tsing,Female,22.6,19.9,30.2,38.5,43.6,44.4,156.7,62.7,261.9,8.6,7.6,11.5,14.7,16.6,17.0,59.8,23.9,100.0
2023,Kwai Tsing,Both sexes,46.8,41.0,59.2,68.8,77.1,80.7,285.8,116.8,490.4,9.5,8.4,12.1,14.0,15.7,16.5,58.3,23.8,100.0
2023,Tsuen Wan,Male,17.9,12.2,16.3,19.5,22.3,23.9,82.1,30.0,142.1,12.6,8.6,11.5,13.8,15.7,16.8,57.8,21.1,100.0
2023,Tsuen Wan,Female,16.6,11.6,19.3,30.1,30.4,26.9,106.7,33.7,168.5,9.8,6.9,11.5,17.8,18.0,16.0,63.3,20.0,100.0
2023,Tsuen Wan,Both sexes,34.4,23.8,35.6,49.6,52.7,50.9,188.8,63.7,310.6,11.1,7.7,11.5,16.0,17.0,16.4,60.8,20.5,100.0
2023,Tuen Mun,Male,28.4,21.4,34.4,38.4,33.3,40.1,146.3,55.2,251.3,11.3,8.5,13.7,15.3,13.3,15.9,58.2,22.0,100.0
2023,Tuen Mun,Female,28.2,19.8,35.4,47.3,45.5,48.1,176.3,56.4,280.7,10.0,7.1,12.6,16.9,16.2,17.1,62.8,20.1,100.0
2023,Tuen Mun,Both sexes,56.6,41.2,69.8,85.8,78.8,88.2,322.5,111.6,532.0,10.6,7.7,13.1,16.1,14.8,16.6,60.6,21.0,100.0
2023,Yuen Long,Male,38.6,29.2,46.3,45.9,42.0,53.8,188.1,59.3,315.3,12.2,9.3,14.7,14.6,13.3,17.1,59.7,18.8,100.0
2023,Yuen Long,Female,35.4,27.2,48.4,63.4,60.0,63.6,235.4,56.8,354.8,10.0,7.7,13.6,17.9,16.9,17.9,66.3,16.0,100.0
2023,Yuen Long,Both sexes,74.0,56.5,94.8,109.3,102.0,117.4,423.5,116.1,670.0,11.0,8.4,14.1,16.3,15.2,17.5,63.2,17.3,100.0
2023,North,Male,18.6,15.5,22.9,22.2,19.1,28.0,92.1,33.1,159.4,11.7,9.7,14.3,13.9,12.0,17.6,57.8,20.8,100.0
2023,North,Female,17.6,14.9,23.3,29.4,28.5,32.2,113.4,33.4,179.3,9.8,8.3,13.0,16.4,15.9,18.0,63.3,18.6,100.0
2023,North,Both sexes,36.2,30.4,46.2,51.5,47.7,60.2,205.5,66.5,338.7,10.7,9.0,13.6,15.2,14.1,17.8,60.7,19.6,100.0
2023,Tai Po,Male,17.8,11.4,19.0,22.0,18.3,24.9,84.1,32.1,145.5,12.2,7.8,13.0,15.1,12.5,17.1,57.8,22.1,100.0
2023,Tai Po,Female,16.3,11.4,21.5,30.7,24.3,31.5,108.0,33.6,169.3,9.6,6.8,12.7,18.1,14.3,18.6,63.8,19.8,100.0
2023,Tai Po,Both sexes,34.1,22.8,40.5,52.7,42.5,56.4,192.2,65.7,314.8,10.8,7.3,12.9,16.7,13.5,17.9,61.0,20.9,100.0
2023,Sha Tin,Male,38.2,28.4,38.6,45.8,44.6,51.5,180.5,73.6,320.8,11.9,8.9,12.0,14.3,13.9,16.1,56.3,22.9,100.0
2023,Sha Tin,Female,36.5,27.6,44.3,65.8,61.9,60.7,232.8,82.6,379.5,9.6,7.3,11.7,17.3,16.3,16.0,61.3,21.8,100.0
2023,Sha Tin,Both sexes,74.7,56.0,82.9,111.6,106.6,112.3,413.3,156.2,700.3,10.7,8.0,11.8,15.9,15.2,16.0,59.0,22.3,100.0
2023,Sai Kung,Male,28.6,21.8,31.1,32.6,33.5,39.6,136.8,43.7,230.8,12.4,9.4,13.5,14.1,14.5,17.2,59.3,18.9,100.0
2023,Sai Kung,Female,26.2,20.9,38.1,49.7,47.4,46.2,181.4,43.7,272.2,9.6,7.7,14.0,18.3,17.4,17.0,66.7,16.1,100.0
2023,Sai Kung,Both sexes,54.8,42.7,69.2,82.3,80.9,85.8,318.2,87.4,503.0,10.9,8.5,13.7,16.4,16.1,17.1,63.3,17.4,100.0
